"subject" "activity" "body_acc_x" "body_acc_y" "body_acc_z" "gyro_x" "gyro_y" "gyro_z" "total_acc_x" "total_acc_y" "total_acc_z" "sd_body_x" "sd_body_y" "sd_body_z" "sd_gyrox" "sd_gyroy" "sd_gyroz" "sd_total_x" "sd_total_y" "sd_total_z"
2 "WALKING_DOWNSTAIRS" 8.15666749335119e-06 -0.00289702140073138 -0.00280964498676695 -0.0910397032603723 0.031386088491999 0.00479812537430186 -0.0910397032603723 0.031386088491999 0.00479812537430186 0.341385987338924 0.217471386768029 0.164368852531311 0.593160810128313 0.449272731386614 0.351097151337718 0.593160810128313 0.449272731386614 0.351097151337718
2 "WALKING_UPSTAIRS" -0.00626711601526693 -0.00224174608150846 -0.0146031169508174 -0.0309573604757487 0.0190761039483724 -0.007743288215625 -0.0309573604757487 0.0190761039483724 -0.007743288215625 0.227428597731043 0.191017624067003 0.16269940599083 0.490001601715019 0.410568810200016 0.406984635848773 0.490001601715019 0.410568810200016 0.406984635848773
3 "LAYING" -0.000424302075489919 -0.000953314750890121 0.00231474892565257 0.00707281137663609 0.00112362553571447 0.0228672015564589 0.00707281137663609 0.00112362553571447 0.0228672015564589 0.00701450518248103 0.00821526860829795 0.00955562439676781 0.0238646286818087 0.0194092939919658 0.0198629384223414 0.0238646286818087 0.0194092939919658 0.0198629384223414
3 "SITTING" -0.00419954746515084 0.0071518143813936 0.00328679500347386 -0.0112021383501723 -0.000407067605547776 0.00339847371174669 -0.0112021383501723 -0.000407067605547776 0.00339847371174669 0.0108374794691943 0.0262275146747725 0.0254857388640847 0.0317985432119848 0.0442258869068616 0.0378227915221471 0.0317985432119848 0.0442258869068616 0.0378227915221471
3 "STANDING" 0.000509173695485272 0.00146889766758248 0.00220862876287923 0.00310670472657787 0.00714678968143955 -0.00876620069872387 0.00310670472657787 0.00714678968143955 -0.00876620069872387 0.0122240271263694 0.0199355988291742 0.0189560668725099 0.0883771289893086 0.057290164184632 0.0446256040225644 0.0883771289893086 0.057290164184632 0.0446256040225644
3 "WALKING" -0.000413872830590652 -2.02621447764008e-05 -0.00144266983757813 0.00209813659221444 -0.00161440306505657 -0.00220595817404903 0.00209813659221444 -0.00161440306505657 -0.00220595817404903 0.209240438011909 0.160619943966853 0.113191908681054 0.374518140311476 0.33593479222256 0.255575367320821 0.374518140311476 0.33593479222256 0.255575367320821
3 "WALKING_DOWNSTAIRS" 0.00305982842274872 -0.0011629786873023 -0.00258729414628584 -0.107155483487921 0.0272718476380166 0.0165944493262564 -0.107155483487921 0.0272718476380166 0.0165944493262564 0.307668643333323 0.166900276896801 0.117718719997164 0.644656735321296 0.34898905646207 0.272226309778443 0.644656735321296 0.34898905646207 0.272226309778443
3 "WALKING_UPSTAIRS" -0.0034530665892214 -0.00801077242356991 -0.000580482469830508 0.103003805232336 -0.0293182022684719 -0.02866763644067 0.103003805232336 -0.0293182022684719 -0.02866763644067 0.224586664007498 0.174549769913918 0.116367360336316 0.475384049890987 0.321428565807872 0.248006907273706 0.475384049890987 0.321428565807872 0.248006907273706
4 "LAYING" -0.00288854068113092 0.00111981931737066 -0.000786379090290509 0.0190214931005991 -0.0084309319287338 0.0369065337980098 0.0190214931005991 -0.0084309319287338 0.0369065337980098 0.016301167906698 0.0116905445540906 0.00973972723719199 0.0251214912678451 0.0317826221694184 0.020556240524842 0.0251214912678451 0.0317826221694184 0.020556240524842
4 "SITTING" -0.00124420927322266 0.00523206258104813 0.000803732618706563 -0.0224510501899384 -0.00681333953868094 0.00655809741564375 -0.0224510501899384 -0.00681333953868094 0.00655809741564375 0.00781594562106075 0.0204865807505306 0.0152183364955828 0.0277083407852219 0.0338044839281327 0.0370681579341728 0.0277083407852219 0.0338044839281327 0.0370681579341728
4 "STANDING" 0.000602576299563616 0.00401202160235073 0.00401368576647573 -0.00306316049434152 0.00565024138079074 -0.00476632015512165 -0.00306316049434152 0.00565024138079074 -0.00476632015512165 0.00891715495301658 0.0253768567076598 0.0215706226188622 0.080343278364273 0.0408786066128404 0.0457726925076486 0.080343278364273 0.0408786066128404 0.0457726925076486
4 "WALKING" 0.000207368155971354 0.00120543976572526 -0.00102254446784505 -0.00425263819567708 0.000744455540416667 -0.00255156665798958 -0.00425263819567708 0.000744455540416667 -0.00255156665798958 0.183094461715684 0.159097393646937 0.0774329765857893 0.436304469595107 0.258157629819505 0.165557090664548 0.436304469595107 0.258157629819505 0.165557090664548
4 "WALKING_DOWNSTAIRS" 0.000492442967631945 0.00384790223680556 0.000505458824418403 -0.0775202392881701 0.00177744337545139 -0.0119804035823299 -0.0775202392881701 0.00177744337545139 -0.0119804035823299 0.329958141194942 0.135220244133688 0.0966875520268981 0.550094617120377 0.232084546764709 0.245027392765201 0.550094617120377 0.232084546764709 0.245027392765201
4 "WALKING_UPSTAIRS" -0.00138054912814002 -0.00778496399770733 -0.00195291145792818 0.0691595651582091 -0.0052408352585637 -0.000866329750922476 0.0691595651582091 -0.0052408352585637 -0.000866329750922476 0.259738018657437 0.161170726140763 0.115938777844976 0.476784496942272 0.345586194162997 0.311686921524456 0.476784496942272 0.345586194162997 0.311686921524456
5 "LAYING" 0.000156324978158323 -0.000611612398061599 0.000122237646045373 0.0059626190485652 -0.00249746454457151 0.0325576263695337 0.0059626190485652 -0.00249746454457151 0.0325576263695337 0.0124865593790527 0.00697879090865075 0.00867955199228754 0.0195515587886843 0.019290855822536 0.0212776860063386 0.0195515587886843 0.019290855822536 0.0212776860063386
5 "SITTING" -0.000799927948313565 0.00379606698153494 -7.68573316132813e-05 -0.0150170975953089 -0.00415780967778871 -0.00174351690017862 -0.0150170975953089 -0.00415780967778871 -0.00174351690017862 0.00760960277535887 0.0180759774580501 0.0163168287488637 0.0311099815182064 0.0402379281591003 0.0309354380003696 0.0311099815182064 0.0402379281591003 0.0309354380003696
5 "STANDING" 0.0010239383253571 0.00531539694492441 0.00202714877355748 -0.00474039744339171 0.0105432355825085 -0.00762946506118192 -0.00474039744339171 0.0105432355825085 -0.00762946506118192 0.0116231932223628 0.024037118240809 0.026525710060173 0.0797274011075646 0.0527357318714246 0.0469945603352777 0.0797274011075646 0.0527357318714246 0.0469945603352777
5 "WALKING" 5.49378844977676e-05 -7.70382653041294e-05 0.000186927531498326 -0.0218822389265346 0.00240460003061942 -0.00211967320304129 -0.0218822389265346 0.00240460003061942 -0.00211967320304129 0.230767906881349 0.185674260562418 0.10067355651463 0.445046647545727 0.381231375757818 0.332076740416909 0.445046647545727 0.381231375757818 0.332076740416909
5 "WALKING_DOWNSTAIRS" 0.00329073173105053 0.00453025937907247 0.00263866356910572 -0.0418930660643118 0.00160677536985372 -0.00251249345378989 -0.0418930660643118 0.00160677536985372 -0.00251249345378989 0.415684561073082 0.188068384822887 0.124255581128416 0.471371736989542 0.454328972835928 0.376057277704631 0.471371736989542 0.454328972835928 0.376057277704631
5 "WALKING_UPSTAIRS" -0.00187869311153923 -0.00807163455256981 0.000276225530490359 0.0693004434081749 -0.0193492855700133 -0.0194246224910971 0.0693004434081749 -0.0193492855700133 -0.0194246224910971 0.311465544250243 0.204170694227251 0.127304258375926 0.486440689658547 0.430435901725321 0.357859979490017 0.486440689658547 0.430435901725321 0.357859979490017
6 "LAYING" -0.00595969921535033 0.0036113954618687 -0.00819638475029276 0.0203323996502719 -0.0148446252517996 0.0410587608178561 0.0203323996502719 -0.0148446252517996 0.0410587608178561 0.0228461115012518 0.0146064748680222 0.0164748407146287 0.0405558583990869 0.0451595286368331 0.0316598276058993 0.0405558583990869 0.0451595286368331 0.0316598276058993
6 "SITTING" -0.000164303442534574 0.00133593051146449 -0.000601249092201847 -0.00986933461181477 -0.0070292750622625 -0.000397531556147728 -0.00986933461181477 -0.0070292750622625 -0.000397531556147728 0.00786305550790667 0.0147709320784024 0.0163703558210735 0.038823424022311 0.0447805245263672 0.0313986152203685 0.038823424022311 0.0447805245263672 0.0313986152203685
6 "STANDING" 0.000570943425822643 -0.000516896070582538 -0.00127682976054825 -0.000595121130686678 0.00693360656300164 -0.0042459084296546 -0.000595121130686678 0.00693360656300164 -0.0042459084296546 0.00734541220500848 0.0151448681070083 0.0163891893324104 0.0473628974468419 0.0460386202366227 0.0274762152480981 0.0473628974468419 0.0460386202366227 0.0274762152480981
6 "WALKING" 0.00125361086125 0.000127318237214912 -0.000659203091705044 0.00223314137040214 -4.82396223917217e-05 -0.00108519217804276 0.00223314137040214 -4.82396223917217e-05 -0.00108519217804276 0.229975084719683 0.200615970686676 0.0921667689559645 0.48410806808272 0.513604389795093 0.300875593158522 0.48410806808272 0.513604389795093 0.300875593158522
6 "WALKING_DOWNSTAIRS" -0.000109326533723959 -0.00125814180607747 0.000362807785319011 -0.0705534005924528 0.0181325248358073 0.00029585718042806 -0.0705534005924528 0.0181325248358073 0.00029585718042806 0.450980540849663 0.234090249902881 0.125278349547586 0.699822020080527 0.622669658281746 0.440837872141772 0.699822020080527 0.622669658281746 0.440837872141772
6 "WALKING_UPSTAIRS" -0.0019261144401348 -0.0052998792535386 -0.00455037321912377 -0.0506039534477022 0.0101320629135386 -0.00881170021187194 -0.0506039534477022 0.0101320629135386 -0.00881170021187194 0.31003232073523 0.204897345913136 0.11928702862402 0.592129352309138 0.525777925989033 0.397346952033257 0.592129352309138 0.525777925989033 0.397346952033257
7 "LAYING" -0.00564642044646875 -0.00173246452809381 0.00229474419698528 0.0256274303984285 -0.0267583634335763 0.0307986239309543 0.0256274303984285 -0.0267583634335763 0.0307986239309543 0.0220454898596224 0.0143300991701915 0.0114821586452753 0.0364207427602946 0.044059491488985 0.0238385581945355 0.0364207427602946 0.044059491488985 0.0238385581945355
7 "SITTING" 0.00146294111619303 0.00132553769937874 -0.00467661627993853 -0.0226516064794125 0.0183881838722669 -0.0267258621508739 -0.0226516064794125 0.0183881838722669 -0.0267258621508739 0.0102987086563943 0.0172014008886504 0.0288266126158852 0.0523180941739456 0.0447848945546609 0.0326866536068822 0.0523180941739456 0.0447848945546609 0.0326866536068822
7 "STANDING" 0.00106085732987235 0.00134491413118956 0.00281774091612795 -0.0015298408928352 -0.00139703185049587 -0.000543630772416126 -0.0015298408928352 -0.00139703185049587 -0.000543630772416126 0.00814161540249061 0.0148189709250821 0.0179408593307742 0.0493776084932712 0.0405572420590622 0.0256127176011651 0.0493776084932712 0.0405572420590622 0.0256127176011651
7 "WALKING" -0.000408617679499726 -0.000794905071299342 -0.000860403936493969 0.0309025443534814 -0.00423138748870614 -0.00983538524273602 0.0309025443534814 -0.00423138748870614 -0.00983538524273602 0.219999100901014 0.159364722852434 0.211570520952721 0.434217264029174 0.590618426863777 0.294641921199683 0.434217264029174 0.590618426863777 0.294641921199683
7 "WALKING_DOWNSTAIRS" 0.000562871270169548 0.000264835219983378 0.00375575008317819 -0.0801716179116689 0.0111166523174518 0.0135264277679521 -0.0801716179116689 0.0111166523174518 0.0135264277679521 0.347791404948708 0.148958247294569 0.171418041958973 0.517439847353067 0.543517834239299 0.292202582188495 0.517439847353067 0.543517834239299 0.292202582188495
7 "WALKING_UPSTAIRS" -0.00594931173813572 -0.0054684374507935 -0.0117145493605545 -0.114586175367947 0.0324478559844669 0.0234060600657062 -0.114586175367947 0.0324478559844669 0.0234060600657062 0.230516288624625 0.116845502183625 0.156666954245522 0.55566034566766 0.328889310039106 0.317415475316865 0.55566034566766 0.328889310039106 0.317415475316865
8 "LAYING" -0.00336354284419097 -0.00214526768567824 0.00200261437051244 0.0340638952483782 -0.00668121104158738 0.0229507386982675 0.0340638952483782 -0.00668121104158738 0.0229507386982675 0.0199246533838069 0.0128560961483287 0.0151664628665575 0.031999482261736 0.0387257895853346 0.0178854000827814 0.031999482261736 0.0387257895853346 0.0178854000827814
8 "SITTING" -0.00207817826619327 0.00546156779540133 0.00127068462363179 -0.027913265940465 -0.0095579078672051 -0.00651842875019922 -0.027913265940465 -0.0095579078672051 -0.00651842875019922 0.00823304886680775 0.0141474262956863 0.0138965304101978 0.0151754483469801 0.0238278258615701 0.0217426277584681 0.0151754483469801 0.0238278258615701 0.0217426277584681
8 "STANDING" 0.00042148084476985 0.00122046164581944 0.000724318448216435 0.00588661223171149 0.0209166400575839 -0.0100219610779554 0.00588661223171149 0.0209166400575839 -0.0100219610779554 0.00505248957993052 0.0122431129729479 0.0163221311615218 0.0252190590850765 0.0254198340990917 0.0147242754852682 0.0252190590850765 0.0254198340990917 0.0147242754852682
8 "WALKING" -0.000595461750553385 -0.000799741181819661 0.000348690187060547 0.0527882514470052 -0.00968562202003581 -0.0156530862346419 0.0527882514470052 -0.00968562202003581 -0.0156530862346419 0.269916346236376 0.237612262257734 0.157310138937421 0.699033181307916 0.605240584484052 0.449860928634245 0.699033181307916 0.605240584484052 0.449860928634245
8 "WALKING_DOWNSTAIRS" 0.00121759228741365 -0.00208111627527755 0.000234377669880756 -0.0964463194692434 0.0109547679856086 0.0123089008618627 -0.0964463194692434 0.0109547679856086 0.0123089008618627 0.334164265482115 0.231299115431461 0.206910181504211 0.647462942320581 0.786140217054997 0.423655864256109 0.647462942320581 0.786140217054997 0.423655864256109
8 "WALKING_UPSTAIRS" -0.0038528055909032 -0.00582385522955793 -0.00225109782014101 0.227287981474272 -0.0586336703780272 -0.0702777340204078 0.227287981474272 -0.0586336703780272 -0.0702777340204078 0.270531569571221 0.232143435967737 0.204656866238561 0.552547101974589 0.71646959048271 0.649821108899145 0.552547101974589 0.71646959048271 0.649821108899145
9 "LAYING" -0.00378781091017634 -0.00177739953727687 0.000250370930332188 0.0144830705982678 -0.0381799026011172 0.00661327766128875 0.0144830705982678 -0.0381799026011172 0.00661327766128875 0.0201547253092997 0.0160332538453771 0.0136889525517444 0.0519910557214932 0.0581858861232362 0.0207878737752202 0.0519910557214932 0.0581858861232362 0.0207878737752202
9 "SITTING" -0.00602765974368063 -0.00518146462093375 0.0108778374877441 -0.0151133804289714 0.0148596908945359 -0.00245233219708 -0.0151133804289714 0.0148596908945359 -0.00245233219708 0.015315395849173 0.023063133408559 0.0332382062471854 0.0373845303278959 0.0638739105953295 0.0360006920036133 0.0373845303278959 0.0638739105953295 0.0360006920036133
9 "STANDING" 0.000975646581522674 -0.00152493773739809 0.00430529134118212 -0.00155553747638264 0.00610836861149861 0.00571301487133819 -0.00155553747638264 0.00610836861149861 0.00571301487133819 0.00930032160819328 0.0122164070554983 0.0175395286203155 0.0696300479663095 0.0433133382687995 0.0312977150966811 0.0696300479663095 0.0433133382687995 0.0312977150966811
9 "WALKING" 0.000191052807671274 -0.000498834800628005 -0.000830103153215144 -0.0548277159004477 0.00531838462992788 0.0111961964570613 -0.0548277159004477 0.00531838462992788 0.0111961964570613 0.248879600089854 0.138107501057833 0.17243890494802 0.457859703054282 0.409990209807544 0.357747555082312 0.457859703054282 0.409990209807544 0.357747555082312
9 "WALKING_DOWNSTAIRS" 0.00378110410452046 -0.00171058052881324 0.00570820403456101 -0.0659685908307481 0.00139038171233259 0.0134864333058743 -0.0659685908307481 0.00139038171233259 0.0134864333058743 0.395653057615121 0.136977676033439 0.181475415978046 0.527292948206528 0.5066665380224 0.350967981113231 0.527292948206528 0.5066665380224 0.350967981113231
9 "WALKING_UPSTAIRS" -0.00311991539501594 -0.0012441211607111 -0.0055865080603699 -0.140564908848342 0.0149356898656633 0.0262729609744898 -0.140564908848342 0.0149356898656633 0.0262729609744898 0.20888705793655 0.120937528896652 0.137286091796526 0.572969047373923 0.460663684104356 0.419486313343282 0.572969047373923 0.460663684104356 0.419486313343282
10 "LAYING" 0.000547105103128502 -0.00375358704768505 -0.00292714793083621 0.00837346312501697 -0.00121594752027074 0.00813820787615124 0.00837346312501697 -0.00121594752027074 0.00813820787615124 0.0117233056356992 0.0108807671365159 0.0103144551281938 0.0350393144679664 0.0374850230689371 0.0157787272868256 0.0350393144679664 0.0374850230689371 0.0157787272868256
10 "SITTING" -0.00143508606709664 0.0010991023025068 0.00133933249643139 -0.0160563844672239 0.00286248873160544 -0.0051946397119809 -0.0160563844672239 0.00286248873160544 -0.0051946397119809 0.00697383196155808 0.0157451061313084 0.00881182840784417 0.0113882671742092 0.0139736256138561 0.0213444160378415 0.0113882671742092 0.0139736256138561 0.0213444160378415
10 "STANDING" -0.000190720315555575 0.000837276782393466 0.000113490389121165 -0.000526556747244673 -0.00602412262545099 0.00748807940069957 -0.000526556747244673 -0.00602412262545099 0.00748807940069957 0.00843535650100979 0.0154747996462617 0.0135874966605671 0.0627467946581554 0.0335036022169274 0.0246199538752239 0.0627467946581554 0.0335036022169274 0.0246199538752239
10 "WALKING" 0.000205733081942806 6.07405887662148e-05 -0.000247713736612618 0.0395670549963738 -0.00343797976463738 0.00546013859215802 0.0395670549963738 -0.00343797976463738 0.00546013859215802 0.268258044354336 0.168678137647544 0.111711296653106 0.511813233886342 0.575495628044352 0.401886467874531 0.511813233886342 0.575495628044352 0.401886467874531
10 "WALKING_DOWNSTAIRS" 0.00264315638248355 -0.00150373690867599 -0.000839381163301809 -0.100210707471916 -0.0146298151562911 -0.00614732127109375 -0.100210707471916 -0.0146298151562911 -0.00614732127109375 0.42240596564843 0.173260189933502 0.14985247474954 0.607131923221983 0.529140358140117 0.469297926396867 0.607131923221983 0.529140358140117 0.469297926396867
10 "WALKING_UPSTAIRS" -0.00215434956525931 0.00144380708187832 -0.00326137924653258 0.104186436201142 -0.00953582886803856 0.000723025549767287 0.104186436201142 -0.00953582886803856 0.000723025549767287 0.273819666354605 0.171614751139922 0.169577546890159 0.603832149257101 0.799046330500612 0.331200962987762 0.603832149257101 0.799046330500612 0.331200962987762
11 "LAYING" 0.00062178799280784 -0.000273612566814693 -0.000158212653562802 0.00876697735026623 0.0147996999648892 0.0290720738328285 0.00876697735026623 0.0147996999648892 0.0290720738328285 0.00636447575712924 0.00648316922268289 0.00818524108180264 0.018386263563087 0.0154515785670656 0.0216100130161106 0.018386263563087 0.0154515785670656 0.0216100130161106
11 "SITTING" -0.000203106322528833 0.00116368043320637 -0.00149729427878184 -0.0127099402137948 -0.000536847548821639 -0.00449620766233284 -0.0127099402137948 -0.000536847548821639 -0.00449620766233284 0.00700803232437759 0.0151604261034037 0.00871414079405582 0.0120049611254391 0.0155997864355462 0.0250251254253328 0.0120049611254391 0.0155997864355462 0.0250251254253328
11 "STANDING" 2.88098197871011e-05 -3.19608303038564e-05 -0.000125196138218551 -0.00169066016978009 -0.000996493683403989 -0.00233420806735539 -0.00169066016978009 -0.000996493683403989 -0.00233420806735539 0.00304996405980735 0.00785382911638265 0.00547482155906652 0.018903861700075 0.00644310703591127 0.0115681015401641 0.018903861700075 0.00644310703591127 0.0115681015401641
11 "WALKING" -0.00118576233387977 0.00025731045791446 0.000730493451867055 -0.0154888148376192 0.00172872601490466 -0.000866744037658898 -0.0154888148376192 0.00172872601490466 -0.000866744037658898 0.188938778424141 0.163643971323513 0.0874366773189193 0.353203059337285 0.385056466445391 0.276162633742064 0.353203059337285 0.385056466445391 0.276162633742064
11 "WALKING_DOWNSTAIRS" 0.00289128510158628 -0.000352272065641984 -0.000912568411128397 -0.100446990796197 0.0216996339872962 -0.012750285821712 -0.100446990796197 0.0216996339872962 -0.012750285821712 0.3726058506217 0.184660193556413 0.124590885600047 0.546764360671869 0.387899265286602 0.331951344997249 0.546764360671869 0.387899265286602 0.331951344997249
11 "WALKING_UPSTAIRS" -0.00284389562994792 -0.00691183572202402 0.000498953284982639 -0.0561219669798322 0.0079672933754485 -0.00997038623119647 -0.0561219669798322 0.0079672933754485 -0.00997038623119647 0.248733591016066 0.154939267115322 0.146289572487407 0.435943108453139 0.551618224875655 0.150038216650645 0.435943108453139 0.551618224875655 0.150038216650645
12 "LAYING" -0.00359865031015964 -0.000200488412744609 4.87296726250001e-05 0.0134283674780807 -0.00416021491336589 0.0260504368187497 0.0134283674780807 -0.00416021491336589 0.0260504368187497 0.0159356714558689 0.0104335847005149 0.012317415408358 0.0312273171752553 0.0373214419099696 0.0263261054278771 0.0312273171752553 0.0373214419099696 0.0263261054278771
12 "SITTING" -0.000529326617102328 0.000707491991895772 0.000660816593788603 -0.015203150503652 -0.000387670351019608 -0.00596902640454044 -0.015203150503652 -0.000387670351019608 -0.00596902640454044 0.00708203878363165 0.013934018347827 0.0138769536325068 0.0239694751813836 0.0322512449421903 0.0256506032037045 0.0239694751813836 0.0322512449421903 0.0256506032037045
12 "STANDING" -3.50191958077613e-05 0.000124781675845799 0.000918557874254355 -0.0024011464640284 0.00195543134382915 -0.00534470724824667 -0.0024011464640284 0.00195543134382915 -0.00534470724824667 0.00751246647910759 0.0148635007756922 0.0172897359936857 0.103012771972852 0.0468174399690749 0.0262257226875677 0.103012771972852 0.0468174399690749 0.0262257226875677
12 "WALKING" -9.21391085156255e-05 0.000827275840871875 0.00170010802277187 -0.0792475920826562 0.0180192490122781 0.00603742439878125 -0.0792475920826562 0.0180192490122781 0.00603742439878125 0.284441839821761 0.151588305727746 0.10902075742299 0.396816118813245 0.423503708202954 0.316839166635546 0.396816118813245 0.423503708202954 0.316839166635546
12 "WALKING_DOWNSTAIRS" 0.000813056907707201 -0.000496247653203125 -0.000412361126878397 -0.0875168323327412 0.0142697908064283 0.00142102502017663 -0.0875168323327412 0.0142697908064283 0.00142102502017663 0.340099960560642 0.191497324556069 0.106429063490695 0.557149576833188 0.402921754829831 0.322825607108299 0.557149576833188 0.402921754829831 0.322825607108299
12 "WALKING_UPSTAIRS" -0.000949088958578726 -0.00483565996215445 0.000319738868057392 -0.0675002597771935 0.0149931818603155 0.00153555737222055 -0.0675002597771935 0.0149931818603155 0.00153555737222055 0.232051059135554 0.154828097713999 0.104328564691607 0.413887582465301 0.367201157923315 0.317108225852408 0.413887582465301 0.367201157923315 0.317108225852408
13 "LAYING" -0.000177106713496686 -0.00173209890462525 0.00131335934914491 0.0185011398386217 -0.0100618412263863 0.0139357563317787 0.0185011398386217 -0.0100618412263863 0.0139357563317787 0.011525666259784 0.0101131182239813 0.0119471038493977 0.0259565555718717 0.0305613712609274 0.018001240353527 0.0259565555718717 0.0305613712609274 0.018001240353527
13 "SITTING" -0.000669198850622449 0.00590644776180357 0.00365393806041614 -0.0080833038323514 -0.0071919979713251 -0.00176575355299107 -0.0080833038323514 -0.0071919979713251 -0.00176575355299107 0.00481503224132374 0.0121596947643521 0.0140605083978249 0.0140257988178764 0.0175752670723336 0.0182211143802775 0.0140257988178764 0.0175752670723336 0.0182211143802775
13 "STANDING" 3.76441025629112e-05 0.000183031390622533 -0.00126074401695869 -0.0019330933757426 -0.000442971225277686 -0.000381312210084978 -0.0019330933757426 -0.000442971225277686 -0.000381312210084978 0.00433596809476904 0.0103737207927797 0.00886379212460399 0.0403824192198814 0.0236586010961221 0.0150543661358185 0.0403824192198814 0.0236586010961221 0.0150543661358185
13 "WALKING" -0.000348818591836623 -0.000748957699904057 -0.00103192277945998 0.010575570404477 -0.00248676045489857 -0.0035018749915159 0.010575570404477 -0.00248676045489857 -0.0035018749915159 0.213586445936151 0.196798404046767 0.143208220699336 0.545030676272071 0.54551016143661 0.31044790489081 0.545030676272071 0.54551016143661 0.31044790489081
13 "WALKING_DOWNSTAIRS" 0.00357174703055186 0.00145068212119215 0.00208566982615692 -0.0979753666131981 0.0228540842802759 0.0110432632994348 -0.0979753666131981 0.0228540842802759 0.0110432632994348 0.304177138465913 0.167075398751593 0.154388756822802 0.509367406135839 0.615306460431179 0.330104372724331 0.509367406135839 0.615306460431179 0.330104372724331
13 "WALKING_UPSTAIRS" -0.00399215926080114 -0.0055603983673125 -0.00576762120330881 -0.114086646859688 0.0352883336794815 0.013431180009233 -0.114086646859688 0.0352883336794815 0.013431180009233 0.230057649175149 0.190410067166888 0.143800419196161 0.401341517000617 0.458586756532074 0.383835416910699 0.401341517000617 0.458586756532074 0.383835416910699
